latitude,longitude
45.12,-40.98
45.12,-41.88
45.12,-43.44
45.12,-48.8
45.12,-50.07
45.12,-50.26
45.1,-10.13
45.1,-14.17
45.1,-15.3
45.1,-16.02
45.1,-16.24
45.1,-17.92
45.1,-19.83
45.1,-21.35
45.1,-24.16
45.1,-24.53
45.1,-25.25
45.1,-33.38
45.1,-35.02
45.1,-35.45
45.1,-41.05
45.1,-55.23
45.08,-9.07
45.08,-10.95
45.08,-11.02
45.08,-11.65
45.08,-11.67
45.08,-12.32
45.08,-13.1
45.08,-13.78
45.08,-14.42
45.08,-15.33
45.08,-16.6
45.08,-16.9
45.08,-20.2
45.08,-20.31
45.08,-22.28
45.08,-24.08
45.08,-24.27
45.08,-26.15
45.08,-28.98
45.08,-29.17
45.08,-32.92
45.08,-35.08
45.08,-37.45
45.08,-38.33
45.08,-38.73
45.08,-38.83
45.07,-9.67
45.07,-11.2
45.07,-11.52
45.07,-11.75
45.07,-13.42
45.07,-14.3
45.07,-14.3
45.07,-14.4
45.07,-14.83
45.07,-18.05
45.07,-22.65
45.07,-24.85
45.07,-24.95
45.07,-26.77
45.07,-30.47
45.07,-31.87
45.07,-34.43
45.07,-36.28
45.07,-38.25
45.07,-45.13
45.07,-46.02
45.07,-47.22
45.07,-48.35
45.07,-51.89
45.07,-51.9
45.07,-56.63
45.07,-61.57
45.06,-13.35
45.06,-45.27
45.05,-7.55
45.05,-8.22
45.05,-8.38
45.05,-9.42
45.05,-9.53
45.05,-12.65
45.05,-12.7
45.05,-17.83
45.05,-19.7
45.05,-19.87
45.05,-19.93
45.05,-22.27
45.05,-27.6
45.05,-28.5
45.05,-29.98
45.05,-33.54
45.05,-41
45.05,-57.96
45.05,-60.57
45.03,-6.63
45.03,-8.17
45.03,-10.48
45.03,-10.61
45.03,-11.14
45.03,-11.38
45.03,-11.6
45.03,-13.65
45.03,-13.66
45.03,-14.4
45.03,-14.42
45.03,-15.13
45.03,-15.66
45.03,-20.35
45.03,-22.77
45.03,-23.13
45.03,-23.58
45.03,-26.91
45.03,-27.45
45.03,-31.92
45.03,-39.63
45.03,-44.67
45.03,-50.72
45.03,-51.82
45.03,-55.9
45.03,-149.89
45.02,-9.43
45.02,-10.2
45.02,-12.57
45.02,-13.57
45.02,-13.9
45.02,-15.12
45.02,-17.7
45.02,-20.97
45.02,-25.22
45.02,-25.22
45.02,-27.47
45.02,-28.28
45.02,-28.93
45.02,-31.21
45.02,-35.97
45.02,-38.13
45.02,-39.07
45.02,-43.67
45.02,-50.47
45.02,-51.12
45.02,-54.28
45,-8.95
45,-9.12
45,-9.49
45,-10.14
45,-10.32
45,-10.32
45,-10.53
45,-11.38
45,-11.96
45,-13.01
45,-13.17
45,-13.33
45,-14.87
45,-16.42
45,-20.97
45,-25.22
45,-25.37
45,-27.04
45,-27.97
45,-28.1
45,-29.42
45,-30.2
45,-32.9
45,-33.55
45,-33.9
45,-34.85
45,-37.87
45,-38.23
45,-40.84
45,-42.19
45,-46.38
45,-48.67
45,-49.77
45,-51.33
45,-51.53
45,-53
45,-56.74
45,-57.9
44.98,-6.24
44.98,-9.07
44.98,-9.55
44.98,-9.95
44.98,-11.23
44.98,-11.97
44.98,-13.98
44.98,-14.93
44.98,-16.49
44.98,-25.82
44.98,-26.22
44.98,-26.25
44.98,-28.2
44.98,-28.3
44.98,-30.27
44.98,-31.73
44.98,-47.85
44.98,-47.85
44.98,-51.21
44.98,-51.56
44.98,-52.38
44.98,-61.57
44.97,-9.17
44.97,-9.27
44.97,-9.63
44.97,-11.28
44.97,-12.37
44.97,-13.32
44.97,-13.51
44.97,-15.03
44.97,-16.02
44.97,-16.67
44.97,-22.23
44.97,-25.95
44.97,-36
44.97,-36.35
44.97,-44.02
44.97,-50.95
44.97,-51.43
44.97,-55.31
44.96,-18.35
44.95,-3.34
44.95,-8.4
44.95,-9.1
44.95,-10.18
44.95,-10.7
44.95,-11.25
44.95,-11.28
44.95,-11.6
44.95,-12.35
44.95,-17.75
44.95,-18.05
44.95,-18.22
44.95,-18.67
44.95,-19.1
44.95,-20.87
44.95,-25.97
44.95,-29.28
44.95,-29.72
44.95,-30.77
44.95,-31.68
44.95,-32.41
44.95,-35.45
44.95,-41.3
44.95,-44.82
44.95,-47.22
44.93,-7.97
44.93,-9.15
44.93,-10.45
44.93,-11.1
44.93,-13.33
44.93,-16.78
44.93,-17.67
44.93,-18.02
44.93,-18.26
44.93,-18.96
44.93,-20.15
44.93,-22.39
44.93,-27.41
44.93,-30.03
44.93,-34.82
44.93,-48.97
44.93,-49.52
44.93,-55.05
44.93,-57.93
44.93,-130.77
44.92,-8.62
44.92,-9.28
44.92,-12.02
44.92,-12.25
44.92,-12.53
44.92,-21.03
44.92,-24.07
44.92,-24.82
44.92,-27.48
44.92,-28.42
44.92,-29.63
44.92,-30.13
44.92,-39.55
44.92,-44.49
44.92,-45.18
44.92,-53.81
44.9,-9.3
44.9,-10.47
44.9,-10.92
44.9,-11.18
44.9,-11.56
44.9,-11.82
44.9,-11.82
44.9,-12.07
44.9,-12.23
44.9,-13.03
44.9,-13.2
44.9,-13.98
44.9,-14.26
44.9,-14.28
44.9,-15.63
44.9,-15.9
44.9,-16.87
44.9,-20.15
44.9,-20.25
44.9,-26.29
44.9,-26.6
44.9,-26.6
44.9,-29.95
44.9,-30.48
44.9,-32.8
44.9,-41.75
44.9,-46.28
44.9,-52.58
44.9,-58.05
44.9,-59.58
44.88,-4.95
44.88,-7.94
44.88,-10.05
44.88,-10.4
44.88,-10.66
44.88,-10.94
44.88,-11.53
44.88,-12.63
44.88,-17.24
44.88,-17.62
44.88,-18.83
44.88,-20.77
44.88,-22.67
44.88,-26.6
44.88,-30
44.88,-34.12
44.88,-34.68
44.88,-39.31
44.88,-41.38
44.88,-42.34
44.88,-42.75
44.88,-44.35
44.88,-45.63
44.88,-50.82
44.88,-51
44.88,-51.13
44.87,-7.17
44.87,-7.32
44.87,-7.97
44.87,-8.15
44.87,-11.22
44.87,-11.57
44.87,-12.05
44.87,-13.85
44.87,-20.27
44.87,-24.42
44.87,-26
44.87,-26.18
44.87,-28.52
44.87,-32.17
44.87,-33.37
44.87,-36.63
44.87,-39.32
44.87,-40.4
44.87,-42.06
44.87,-42.29
44.87,-46.5
44.87,-48.87
44.87,-49.38
44.87,-55.88
44.87,-57.63
44.86,-12.32
44.86,-31.91
44.85,-5.54
44.85,-7.98
44.85,-10.2
44.85,-11.55
44.85,-13
44.85,-13.67
44.85,-14
44.85,-14.93
44.85,-15.72
44.85,-18.3
44.85,-18.57
44.85,-22.89
44.85,-26.58
44.85,-26.62
44.85,-30.05
44.85,-33.27
44.85,-36.67
44.85,-37.22
44.85,-50.47
44.85,-51.12
44.85,-58.75
44.85,-59.53
44.85,-60.78
44.83,-5.58
44.83,-8.7
44.83,-9.29
44.83,-9.73
44.83,-10.32
44.83,-10.6
44.83,-10.79
44.83,-11.15
44.83,-11.47
44.83,-12.98
44.83,-13.12
44.83,-13.55
44.83,-14.32
44.83,-14.47
44.83,-16.37
44.83,-17.02
44.83,-17.64
44.83,-19.12
44.83,-20.18
44.83,-20.63
44.83,-20.76
44.83,-21.03
44.83,-22.85
44.83,-23.87
44.83,-23.97
44.83,-24.35
44.83,-24.38
44.83,-31
44.83,-35.4
44.83,-44.05
44.83,-44.25
44.83,-44.72
44.83,-46.87
44.83,-48
44.83,-50.11
44.83,-50.81
44.83,-51.01
44.83,-52.32
44.83,-59.3
44.82,-7.52
44.82,-10.5
44.82,-12.2
44.82,-12.37
44.82,-13
44.82,-14.6
44.82,-14.82
44.82,-15.85
44.82,-16.65
44.82,-17.03
44.82,-17.09
44.82,-22.25
44.82,-26.01
44.82,-30.17
44.82,-33.3
44.82,-33.62
44.82,-37.97
44.82,-42.77
44.82,-55.63
44.82,-65.78
44.8,-8
44.8,-8.05
44.8,-9.55
44.8,-10.58
44.8,-10.65
44.8,-12.53
44.8,-13.93
44.8,-14.92
44.8,-22.12
44.8,-23.35
44.8,-23.57
44.8,-23.76
44.8,-24.92
44.8,-26.22
44.8,-26.43
44.8,-32.85
44.8,-34.13
44.8,-39.38
44.8,-41.48
44.8,-42.27
44.8,-47.22
44.8,-48.95
44.8,-49.52
44.8,-52.88
44.8,-59.17
44.78,-3.75
44.78,-7.57
44.78,-9.72
44.78,-11.2
44.78,-12.03
44.78,-12.7
44.78,-13.02
44.78,-13.07
44.78,-14.8
44.78,-20.86
44.78,-21.48
44.78,-24.28
44.78,-26.6
44.78,-29.67
44.78,-30.15
44.78,-33.08
44.78,-34.41
44.78,-37.87
44.78,-39.41
44.78,-40.72
44.78,-44.34
44.78,-57.03
44.78,-59.17
44.77,-8.4
44.77,-10.47
44.77,-10.72
44.77,-11.48
44.77,-11.65
44.77,-12.82
44.77,-13.27
44.77,-14.08
44.77,-14.1
44.77,-14.21
44.77,-15.2
44.77,-16.59
44.77,-16.7
44.77,-16.73
44.77,-16.93
44.77,-18.22
44.77,-23.3
44.77,-26.39
44.77,-28.88
44.77,-29.38
44.77,-35.28
44.77,-36.93
44.77,-37.7
44.77,-39.67
44.77,-43.3
44.77,-43.86
44.77,-44.19
44.77,-45.87
44.77,-49.94
44.77,-51.09
44.77,-51.87
44.77,-61.23
44.77,-62
44.77,-62.32
44.77,-62.34
44.75,-4.75
44.75,-7.68
44.75,-8.01
44.75,-8.96
44.75,-11.02
44.75,-11.97
44.75,-12.02
44.75,-12.67
44.75,-13.12
44.75,-13.25
44.75,-14.42
44.75,-16.73
44.75,-21.83
44.75,-24.27
44.75,-24.64
44.75,-25.15
44.75,-27
44.75,-28.33
44.75,-30.26
44.75,-45.35
44.75,-49.84
44.75,-51.57
44.75,-54.33
44.75,-58.01
44.73,-8.58
44.73,-8.7
44.73,-10.11
44.73,-10.25
44.73,-10.27
44.73,-10.27
44.73,-10.42
44.73,-10.87
44.73,-11.52
44.73,-11.83
44.73,-12.93
44.73,-14.03
44.73,-14.71
44.73,-17.1
44.73,-17.46
44.73,-22.35
44.73,-33.65
44.73,-34.54
44.73,-37.12
44.73,-38.25
44.73,-38.42
44.73,-43.15
44.73,-44.79
44.73,-50.53
44.73,-51.02
44.73,-55.2
44.73,-56.36
44.73,-60.95
44.72,-3.91
44.72,-10.23
44.72,-10.4
44.72,-10.57
44.72,-10.8
44.72,-11.2
44.72,-11.27
44.72,-11.4
44.72,-12.1
44.72,-12.63
44.72,-13.12
44.72,-13.3
44.72,-14.6
44.72,-17.85
44.72,-18.65
44.72,-19.65
44.72,-20.78
44.72,-22.22
44.72,-22.7
44.72,-23.92
44.72,-24.63
44.72,-26.55
44.72,-27.65
44.72,-29.45
44.72,-29.92
44.72,-32.5
44.72,-32.62
44.72,-44.82
44.7,-8.14
44.7,-8.89
44.7,-9.36
44.7,-9.86
44.7,-10.43
44.7,-10.58
44.7,-11.3
44.7,-11.58
44.7,-12.48
44.7,-12.83
44.7,-16.4
44.7,-16.53
44.7,-18.65
44.7,-22.85
44.7,-23.47
44.7,-24.39
44.7,-26.75
44.7,-27.72
44.7,-28.64
44.7,-31.3
44.7,-36.15
44.7,-36.56
44.7,-37.29
44.7,-37.95
44.7,-45.12
44.7,-48.05
44.7,-51.55
44.7,-57.03
44.7,-57.37
44.7,-58.56
44.7,-62.22
44.69,-41.5
44.68,-6.79
44.68,-9.08
44.68,-11.3
44.68,-11.97
44.68,-12.03
44.68,-13.25
44.68,-13.31
44.68,-17.62
44.68,-23.07
44.68,-27.86
44.68,-30.12
44.68,-36.1
44.68,-46.59
44.68,-47.85
44.68,-50
44.68,-50.37
44.68,-53.76
44.67,-9.34
44.67,-11.75
44.67,-13.28
44.67,-14.16
44.67,-16.51
44.67,-16.64
44.67,-18.4
44.67,-18.4
44.67,-19
44.67,-22.71
44.67,-23.18
44.67,-26.75
44.67,-27.27
44.67,-27.72
44.67,-28.63
44.67,-30.44
44.67,-30.83
44.67,-31.87
44.67,-33.5
44.67,-34.17
44.67,-36.2
44.67,-38.35
44.67,-49.63
44.67,-50.29
44.67,-50.44
44.67,-59.7
44.66,-25.91
44.65,-4.45
44.65,-8.83
44.65,-9.15
44.65,-10.48
44.65,-10.68
44.65,-10.73
44.65,-11.13
44.65,-11.3
44.65,-11.65
44.65,-11.7
44.65,-11.88
44.65,-13.59
44.65,-13.81
44.65,-14.75
44.65,-15.66
44.65,-16.92
44.65,-17.23
44.65,-27.27
44.65,-29.62
44.65,-30.43
44.65,-34.95
44.65,-35.72
44.65,-36.58
44.65,-44.88
44.65,-50.45
44.65,-50.59
44.65,-51.58
44.65,-60.67
44.63,-7.75
44.63,-10.08
44.63,-12.11
44.63,-12.27
44.63,-12.35
44.63,-12.37
44.63,-15.73
44.63,-15.77
44.63,-22.88
44.63,-28.53
44.63,-29.72
44.63,-33.97
44.63,-35.07
44.63,-35.91
44.63,-44.33
44.63,-44.49
44.63,-44.72
44.63,-52.72
44.62,-8.48
44.62,-9.12
44.62,-9.8
44.62,-9.93
44.62,-10.1
44.62,-11.93
44.62,-12.23
44.62,-15.07
44.62,-15.57
44.62,-18.65
44.62,-20.4
44.62,-22.73
44.62,-24.18
44.62,-26.85
44.62,-27.92
44.62,-29.88
44.62,-29.92
44.62,-32.73
44.62,-33.59
44.62,-38.67
44.62,-45.6
44.62,-47.25
44.62,-51.25
44.62,-59.83
44.62,-61.23
44.62,-61.75
44.62,-62.5
44.61,-50.12
44.6,-7.25
44.6,-9.9
44.6,-10.77
44.6,-10.78
44.6,-11.33
44.6,-11.43
44.6,-12
44.6,-14
44.6,-18.58
44.6,-23.12
44.6,-24.08
44.6,-28.45
44.6,-30.33
44.6,-34.57
44.6,-35.88
44.6,-39.08
44.6,-41.15
44.6,-45.01
44.6,-45.83
44.6,-46.15
44.6,-49.83
44.6,-50.12
44.6,-57.63
44.58,-7.38
44.58,-8.92
44.58,-9.2
44.58,-10.35
44.58,-11.48
44.58,-11.55
44.58,-13.42
44.58,-18.39
44.58,-19.38
44.58,-22.62
44.58,-23
44.58,-25.62
44.58,-26.42
44.58,-31.79
44.58,-33.65
44.58,-35.83
44.58,-37.16
44.58,-37.87
44.58,-38.79
44.58,-39.32
44.58,-39.54
44.58,-44.13
44.58,-45.58
44.58,-45.8
44.58,-53.91
44.58,-55.13
44.57,-8.84
44.57,-9.58
44.57,-9.82
44.57,-10.32
44.57,-11.22
44.57,-11.73
44.57,-12.31
44.57,-14.78
44.57,-15.43
44.57,-16.03
44.57,-16.47
44.57,-19.82
44.57,-19.9
44.57,-24.14
44.57,-27.04
44.57,-28.59
44.57,-34.68
44.57,-34.71
44.57,-35.65
44.57,-36.7
44.57,-39.41
44.57,-45.62
44.57,-45.92
44.57,-49.93
44.57,-52.47
44.55,-7.68
44.55,-10.4
44.55,-11.53
44.55,-12.12
44.55,-12.2
44.55,-13.92
44.55,-14.23
44.55,-15.65
44.55,-18.93
44.55,-22.42
44.55,-26.55
44.55,-29.47
44.55,-32.36
44.55,-34.58
44.55,-37.23
44.55,-38.67
44.55,-42.2
44.55,-62.6
44.53,-7.68
44.53,-7.97
44.53,-8.12
44.53,-10.62
44.53,-11.2
44.53,-11.3
44.53,-11.83
44.53,-11.97
44.53,-12.83
44.53,-13.5
44.53,-14.12
44.53,-14.8
44.53,-15.01
44.53,-16.45
44.53,-16.63
44.53,-18.03
44.53,-24.7
44.53,-25.17
44.53,-26.15
44.53,-26.73
44.53,-27.63
44.53,-29.13
44.53,-31.12
44.53,-31.61
44.53,-36.4
44.53,-36.42
44.53,-50.07
44.53,-50.15
44.53,-55.9
44.53,-61.38
44.52,-11.4
44.52,-11.63
44.52,-12.62
44.52,-13
44.52,-13.73
44.52,-15.93
44.52,-16.83
44.52,-19.27
44.52,-19.66
44.52,-21.17
44.52,-24.47
44.52,-26.49
44.52,-27.05
44.52,-27.77
44.52,-27.86
44.52,-28.98
44.52,-29.53
44.52,-31.4
44.52,-31.57
44.52,-34.4
44.52,-35
44.52,-38.8
44.52,-46.2
44.52,-54.76
44.52,-58.99
44.5,-8.92
44.5,-9.12
44.5,-9.59
44.5,-9.87
44.5,-10.49
44.5,-10.73
44.5,-11
44.5,-11.92
44.5,-12.75
44.5,-13.75
44.5,-15.55
44.5,-16.03
44.5,-16.15
44.5,-21.12
44.5,-22.76
44.5,-25.1
44.5,-25.83
44.5,-25.97
44.5,-27.14
44.5,-28.58
44.5,-29.12
44.5,-30.41
44.5,-30.57
44.5,-30.7
44.5,-31.64
44.5,-32.87
44.5,-33.67
44.5,-36.75
44.5,-36.83
44.5,-37.62
44.5,-40.19
44.5,-41.35
44.5,-47.28
44.5,-47.68
44.5,-49.37
44.5,-50.02
44.5,-60.87
44.5,-62.17
44.48,-8.42
44.48,-9.53
44.48,-11.45
44.48,-11.8
44.48,-13.6
44.48,-13.96
44.48,-14.03
44.48,-15.7
44.48,-21.7
44.48,-26.1
44.48,-27.03
44.48,-27.43
44.48,-28.02
44.48,-28.13
44.48,-33.37
44.48,-35.53
44.48,-41.73
44.48,-47.78
44.48,-49.77
44.47,-7.49
44.47,-8.35
44.47,-11.64
44.47,-12.02
44.47,-12.52
44.47,-12.73
44.47,-13.22
44.47,-13.83
44.47,-16.49
44.47,-24.48
44.47,-25.2
44.47,-26.24
44.47,-27.14
44.47,-27.35
44.47,-27.77
44.47,-28.12
44.47,-30.87
44.47,-31.89
44.47,-32.02
44.47,-35.45
44.47,-41.35
44.47,-45.06
44.47,-51.81
44.47,-58.08
44.47,-59.33
44.47,-61.75
44.47,-62
44.47,-62.33
44.45,-9.1
44.45,-12.45
44.45,-12.47
44.45,-12.8
44.45,-17.16
44.45,-18.33
44.45,-19.47
44.45,-22.2
44.45,-28
44.45,-30.84
44.45,-33.78
44.45,-34.27
44.45,-37.42
44.45,-40.17
44.45,-48.88
44.45,-48.88
44.45,-50.15
44.45,-52.1
44.43,-8.7
44.43,-10.22
44.43,-12.51
44.43,-14.25
44.43,-17.22
44.43,-22.67
44.43,-22.95
44.43,-25.03
44.43,-25.31
44.43,-25.66
44.43,-27.13
44.43,-27.43
44.43,-28
44.43,-31.27
44.43,-31.52
44.43,-35.24
44.43,-40.94
44.43,-42.85
44.43,-43.32
44.43,-49.33
44.43,-50.98
44.43,-54.02
44.43,-60.83
44.43,-63.11
44.42,-10.6
44.42,-11.35
44.42,-11.73
44.42,-12.28
44.42,-12.65
44.42,-13.21
44.42,-13.98
44.42,-14
44.42,-14.48
44.42,-16.21
44.42,-17.18
44.42,-17.32
44.42,-29.72
44.42,-30.27
44.42,-31.4
44.42,-33.53
44.42,-34.65
44.42,-39.2
44.42,-39.7
44.42,-44.42
44.42,-45.62
44.42,-48.6
44.42,-49.93
44.42,-57.76
44.4,-9.84
44.4,-10.27
44.4,-10.28
44.4,-10.81
44.4,-11.17
44.4,-12.68
44.4,-14
44.4,-14.27
44.4,-15.3
44.4,-18.36
44.4,-22.87
44.4,-26.39
44.4,-26.97
44.4,-32.88
44.4,-35.3
44.4,-41.78
44.4,-42.65
44.4,-50.55
44.4,-53.91
44.4,-57.03
44.4,-62.06
44.4,-67.19
44.38,-8.65
44.38,-9.43
44.38,-11.12
44.38,-12.47
44.38,-13.63
44.38,-13.82
44.38,-14.18
44.38,-14.53
44.38,-17.55
44.38,-18.23
44.38,-20.13
44.38,-25.55
44.38,-26.69
44.38,-28.12
44.38,-29.95
44.38,-30.47
44.38,-31.95
44.38,-34.94
44.38,-39.82
44.38,-51.17
44.38,-56.9
44.37,-7.17
44.37,-8.79
44.37,-9.47
44.37,-9.72
44.37,-10.52
44.37,-10.65
44.37,-11.28
44.37,-11.89
44.37,-13.09
44.37,-13.13
44.37,-14.48
44.37,-14.55
44.37,-15.42
44.37,-15.67
44.37,-16.38
44.37,-19.35
44.37,-19.53
44.37,-21.13
44.37,-22.77
44.37,-24.72
44.37,-25.23
44.37,-27.07
44.37,-31.44
44.37,-36.22
44.37,-38.42
44.37,-45.02
44.37,-46.38
44.37,-52.02
44.37,-55.05
44.37,-62.66
44.37,-131.98
44.36,-20.98
44.35,-9.83
44.35,-11.15
44.35,-11.33
44.35,-11.33
44.35,-12.07
44.35,-13.25
44.35,-13.47
44.35,-15.38
44.35,-17.22
44.35,-20.32
44.35,-25.15
44.35,-26.55
44.35,-27.68
44.35,-28.33
44.35,-41.07
44.35,-43.06
44.35,-59.33
44.35,-60.58
44.35,-63.73
44.33,-8.53
44.33,-10.38
44.33,-10.6
44.33,-10.9
44.33,-11.41
44.33,-11.62
44.33,-12.11
44.33,-14.08
44.33,-16.02
44.33,-17
44.33,-18.35
44.33,-19.33
44.33,-21.37
44.33,-21.72
44.33,-24.92
44.33,-25.57
44.33,-25.84
44.33,-26.21
44.33,-29.72
44.33,-30.49
44.33,-33.3
44.33,-34.58
44.33,-38.8
44.33,-40.22
44.33,-40.55
44.33,-42.93
44.33,-50.08
44.33,-53.17
44.33,-62.86
44.33,-63
44.32,-10.98
44.32,-11.6
44.32,-11.78
44.32,-12.53
44.32,-13.4
44.32,-13.97
44.32,-15.4
44.32,-16.13
44.32,-17.23
44.32,-20.4
44.32,-28.1
44.32,-30.57
44.32,-31.07
44.32,-33.31
44.32,-36.49
44.32,-37.72
44.32,-43.78
44.32,-45.18
44.32,-47.06
44.32,-49.95
44.32,-52.14
44.32,-54.13
44.32,-54.43
44.32,-55.78
44.31,-8.65
44.3,-8.65
44.3,-9.65
44.3,-10.83
44.3,-11.01
44.3,-11.48
44.3,-16.73
44.3,-24.41
44.3,-24.75
44.3,-26.95
44.3,-27.96
44.3,-29.01
44.3,-29.73
44.3,-31.48
44.3,-31.68
44.3,-34.5
44.3,-35.85
44.3,-36.87
44.3,-38.6
44.3,-38.82
44.3,-41.4
44.3,-41.82
44.3,-46.5
44.3,-48.89
44.3,-49.95
44.3,-62.2
44.28,-9.65
44.28,-10.5
44.28,-10.85
44.28,-11.39
44.28,-11.7
44.28,-12.25
44.28,-12.7
44.28,-13.5
44.28,-14.57
44.28,-14.7
44.28,-15.02
44.28,-17.23
44.28,-21.06
44.28,-23.8
44.28,-24.63
44.28,-25.22
44.28,-28.16
44.28,-30.12
44.28,-32.35
44.28,-38.83
44.28,-39.25
44.28,-40.68
44.28,-41.22
44.28,-46.93
44.28,-50.22
44.28,-60.85
44.27,-8.57
44.27,-9.7
44.27,-10.1
44.27,-10.93
44.27,-12.1
44.27,-12.47
44.27,-13.96
44.27,-14.23
44.27,-14.28
44.27,-16.15
44.27,-16.87
44.27,-19.83
44.27,-21
44.27,-23.7
44.27,-26.09
44.27,-26.65
44.27,-26.68
44.27,-27.27
44.27,-27.72
44.27,-32.81
44.27,-33.63
44.27,-36.65
44.27,-37.91
44.27,-43.17
44.27,-45.15
44.27,-47.26
44.27,-47.28
44.27,-49.01
44.27,-51.19
44.27,-56.15
44.27,-58.23
44.27,-64.03
44.25,-7.49
44.25,-8.25
44.25,-8.37
44.25,-8.43
44.25,-10.07
44.25,-10.92
44.25,-11.5
44.25,-12.32
44.25,-13.3
44.25,-17.52
44.25,-24.3
44.25,-27.33
44.25,-29.94
44.25,-31.88
44.25,-32.58
44.25,-33.98
44.25,-37.35
44.25,-40.46
44.25,-43.85
44.25,-44.1
44.25,-47.15
44.25,-50.13
44.23,-11.41
44.23,-13.72
44.23,-14.85
44.23,-16.65
44.23,-18.13
44.23,-18.54
44.23,-21.11
44.23,-24.37
44.23,-25.57
44.23,-26.47
44.23,-29.62
44.23,-29.83
44.23,-35.48
44.23,-35.48
44.23,-36.3
44.23,-36.83
44.23,-37.13
44.23,-40.47
44.23,-43.37
44.23,-45.17
44.23,-48.47
44.23,-49.7
44.23,-57.33
44.23,-60.29
44.22,-9.7
44.22,-11.25
44.22,-11.83
44.22,-13.8
44.22,-14.48
44.22,-16.45
44.22,-19.67
44.22,-21.33
44.22,-26.92
44.22,-28.33
44.22,-30.65
44.22,-32.65
44.22,-35.67
44.22,-36.05
44.22,-37.77
44.22,-40.88
44.22,-43.58
44.22,-44.08
44.22,-46.9
44.22,-49.5
44.22,-50.24
44.22,-63.87
44.2,-9.65
44.2,-10.82
44.2,-11.2
44.2,-11.3
44.2,-12.05
44.2,-12.23
44.2,-12.52
44.2,-12.57
44.2,-13.02
44.2,-13.73
44.2,-14.03
44.2,-18.78
44.2,-19.77
44.2,-25.37
44.2,-25.37
44.2,-27.22
44.2,-27.92
44.2,-29.64
44.2,-29.73
44.2,-31.18
44.2,-32.1
44.2,-33.01
44.2,-34.03
44.2,-38.47
44.2,-39.65
44.2,-39.75
44.2,-46.9
44.2,-54.26
44.2,-54.88
44.2,-55.25
44.2,-61.62
44.2,-63
44.2,-66.58
44.18,-10.43
44.18,-10.65
44.18,-10.77
44.18,-11.3
44.18,-11.32
44.18,-12.89
44.18,-13.32
44.18,-13.32
44.18,-13.63
44.18,-15.15
44.18,-16.75
44.18,-17.45
44.18,-19.4
44.18,-24.9
44.18,-25.43
44.18,-32.03
44.18,-32.53
44.18,-35.87
44.18,-39.85
44.18,-48.31
44.18,-63.43
44.17,-10.15
44.17,-11.1
44.17,-12.13
44.17,-12.77
44.17,-12.91
44.17,-13.12
44.17,-13.18
44.17,-13.2
44.17,-20.17
44.17,-25.52
44.17,-28.42
44.17,-29.76
44.17,-30.75
44.17,-31.6
44.17,-33.07
44.17,-34.52
44.17,-35.37
44.17,-36.68
44.17,-38.62
44.17,-38.94
44.17,-44.77
44.17,-44.98
44.17,-53.6
44.17,-53.89
44.17,-55.08
44.17,-56.38
44.17,-61.41
44.17,-62.94
44.16,-49.87
44.15,-7.25
44.15,-10.33
44.15,-10.85
44.15,-11.83
44.15,-14.37
44.15,-14.43
44.15,-15.65
44.15,-15.67
44.15,-20.5
44.15,-23.75
44.15,-26.02
44.15,-26.12
44.15,-29.2
44.15,-29.56
44.15,-30.56
44.15,-36.02
44.15,-42.02
44.15,-48.17
44.15,-48.17
44.15,-50.42
44.15,-51.76
44.13,-8.26
44.13,-9.39
44.13,-12.03
44.13,-12.13
44.13,-12.55
44.13,-14.4
44.13,-14.98
44.13,-15
44.13,-17.13
44.13,-17.38
44.13,-18.03
44.13,-18.67
44.13,-20.78
44.13,-21.37
44.13,-23.07
44.13,-25.87
44.13,-29.26
44.13,-32.38
44.13,-36.75
44.13,-41.79
44.13,-43.75
44.13,-46.15
44.13,-48.53
44.13,-49
44.13,-52.38
44.13,-57.7
44.13,-62.38
44.12,-7.28
44.12,-10.38
44.12,-11.15
44.12,-13
44.12,-13.95
44.12,-16.95
44.12,-18.51
44.12,-23.02
44.12,-24.92
44.12,-29.4
44.12,-29.62
44.12,-30.27
44.12,-30.98
44.12,-41.58
44.12,-49.43
44.12,-50.42
44.12,-51.23
44.12,-60.89
44.11,-9.46
44.1,-9.08
44.1,-9.82
44.1,-10.08
44.1,-10.83
44.1,-12.1
44.1,-12.27
44.1,-12.27
44.1,-12.38
44.1,-12.7
44.1,-14.37
44.1,-17.87
44.1,-22.5
44.1,-23.87
44.1,-27.73
44.1,-28.27
44.1,-30.15
44.1,-31.1
44.1,-33.88
44.1,-33.93
44.1,-41
44.1,-43.72
44.1,-45.88
44.1,-49.84
44.1,-50.14
44.1,-51.01
44.1,-63.3
44.1,-63.42
44.1,-131.07
44.08,-9.22
44.08,-12.95
44.08,-13
44.08,-13.66
44.08,-13.8
44.08,-15.15
44.08,-16.57
44.08,-18.58
44.08,-24
44.08,-24.98
44.08,-30.38
44.08,-32.1
44.08,-33.77
44.08,-33.78
44.08,-34.67
44.08,-36.66
44.08,-37.83
44.08,-42.65
44.08,-42.8
44.08,-47.45
44.08,-49.61
44.08,-62
44.08,-62.68
44.08,-63
44.08,-63.48
44.07,-9.33
44.07,-10.32
44.07,-10.98
44.07,-12.97
44.07,-14.31
44.07,-26.78
44.07,-27.37
44.07,-37.3
44.07,-41.02
